report_year,utility_id_ferc1,utility_name_ferc1,seller_name,,Demand Charges,Average Monthly Billing Demand (MW),Energy Charges,Energy Purchased (MWh),Other Charges,purchase_type_code,Total Settlemrent ($),state,Demand Price ($/monthly avg MW),Energy Price ($/MWh)
2001,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,3239810,39600,,OS,3239810,WA,,81.81338384
2001,162,"Puget Sound Energy, Inc.",cinergy services,,,,1986600,30800,,OS,1986600,WA,,64.5
2001,162,"Puget Sound Energy, Inc.",citizens lehman power sales,,,,4780800,30400,,OS,4780800,WA,,157.2631579
2001,162,"Puget Sound Energy, Inc.",constellation power,,,,3948249,74349,,OS,3948249,WA,,53.10426502
2001,162,"Puget Sound Energy, Inc.",containers northwest,,,,332294,,,OS,332294,WA,,
2001,162,"Puget Sound Energy, Inc.",coral power,,,,4152416,18946,,OS,4152416,WA,,219.1711179
2001,162,"Puget Sound Energy, Inc.",douglas county pud#1,,,,-8409244,176644,,OS,-8409244,WA,,-47.60560223
2001,162,"Puget Sound Energy, Inc.",duke energy - detm,,,,131281893,708062,,OS,131281893,WA,,185.4101661
2001,162,"Puget Sound Energy, Inc.",dynegy marketing & trade,,,,3747590,20559,,OS,3747590,WA,,182.2846442
2001,162,"Puget Sound Energy, Inc.",el paso energy marketing,,,,43437835,154799,,OS,43437835,WA,,280.607982
2001,162,"Puget Sound Energy, Inc.",enmax energy,,,,2568367,14644,,OS,2568367,WA,,175.3869844
2001,162,"Puget Sound Energy, Inc.",enron power marketing,,,,208823318,1234336,,OS,208823318,WA,,169.1786661
2001,162,"Puget Sound Energy, Inc.",eugene water & electric,,,,5089750,37659,,OS,5089750,WA,,135.1536153
2001,162,"Puget Sound Energy, Inc.",franklin county pud,,,,17976,788,,OS,17976,WA,,22.81218274
2001,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,4664250,39055,,OS,4664250,WA,,119.4277301
2001,162,"Puget Sound Energy, Inc.",grays harbor pud #1,,,,12431,3458,,OS,12431,WA,,3.594852516
2001,162,"Puget Sound Energy, Inc.",idaho power company,,,,21103927,179043,,OS,21103927,WA,,117.8707182
2001,162,"Puget Sound Energy, Inc.",klamath falls,,,,676480,27932,,OS,676480,WA,,24.21881713
2001,162,"Puget Sound Energy, Inc.",koch power supply,,,,157100,7600,,OS,157100,WA,,20.67105263
2001,162,"Puget Sound Energy, Inc.","los angeles, city of",,,,3594582,15919,,OS,3594582,WA,,225.8045103
2001,162,"Puget Sound Energy, Inc.",maclaren energy,,,,158909,1838,,OS,158909,WA,,86.45756257
2001,162,"Puget Sound Energy, Inc.",march point cogen. - 1,,,,48805,1095,,OS,48805,WA,,44.57077626
2001,162,"Puget Sound Energy, Inc.",march point cogen. - 2,,,,58686,879,,OS,58686,WA,,66.76450512
2001,162,"Puget Sound Energy, Inc.",mcminnville water & light,,,,346815,1181,,OS,346815,WA,,293.6621507
2001,162,"Puget Sound Energy, Inc.",mega,,,,2925517,,,OS,2925517,WA,,
2001,162,"Puget Sound Energy, Inc.","mieco, inc.",,,,421340,1800,,OS,421340,WA,,234.0777778
2001,162,"Puget Sound Energy, Inc.",modesto irrigation,,,,11416984,56791,,OS,11416984,WA,,201.0350936
2001,162,"Puget Sound Energy, Inc.",morgan stanely,,,,32034094,241346,,OS,32034094,WA,,132.730992
2001,162,"Puget Sound Energy, Inc.",northern calif. power agency,,,,1842810,15876,,OS,1842810,WA,,116.0752079
2001,162,"Puget Sound Energy, Inc.",new mexico public service,,,,75850,2400,,OS,75850,WA,,31.60416667
2001,162,"Puget Sound Energy, Inc.","noram energy services, inc.",,,,1551500,34800,,OS,1551500,WA,,44.58333333
2001,162,"Puget Sound Energy, Inc.",pacific power & light,,,,15394949,172985,,OS,15394949,WA,,88.99586091
2001,162,"Puget Sound Energy, Inc.",pacificorp power marketing,,,,4106221,61632,,OS,4106221,WA,,66.62482152
2001,162,"Puget Sound Energy, Inc.",pierce power,,,,1113576,20104,,OS,1113576,WA,,55.39076801
2001,162,"Puget Sound Energy, Inc.",portland general electric,,,,37622997,242743,,OS,37622997,WA,,154.9910687
2001,162,"Puget Sound Energy, Inc.",powerex,,,,15805732,107088,,OS,15805732,WA,,147.5957343
2001,162,"Puget Sound Energy, Inc.",pp&l montana,,,,8200152,137089,,OS,8200152,WA,,59.81626535
2001,162,"Puget Sound Energy, Inc.",public service of colorado,,,,18756624,126532,,OS,18756624,WA,,148.236209
2001,162,"Puget Sound Energy, Inc.",redding,,,,467364,6747,,OS,467364,WA,,69.26989773
2001,162,"Puget Sound Energy, Inc.",sacramento municipal district,,,,23221996,98658,,OS,23221996,WA,,235.3787427
2001,162,"Puget Sound Energy, Inc.",salt river project,,,,205060,7600,,OS,205060,WA,,26.98157895
2001,162,"Puget Sound Energy, Inc.",san diego gas & electric,,,,243698,8625,,OS,243698,WA,,28.25484058
2001,162,"Puget Sound Energy, Inc.","santa clara, city of",,,,3792979,28599,,OS,3792979,WA,,132.6262806
2001,162,"Puget Sound Energy, Inc.",seattle city light,,,,5020730,31633,,OS,5020730,WA,,158.7181108
2001,162,"Puget Sound Energy, Inc.",sempra energy trading,,,,16535838,53232,,OS,16535838,WA,,310.6371731
2001,162,"Puget Sound Energy, Inc.",sierra pacific power,,,,15976900,44675,,OS,15976900,WA,,357.6250699
2001,162,"Puget Sound Energy, Inc.",snohomish county pud #1,,,,2708217,19398,,OS,2708217,WA,,139.6132075
2001,162,"Puget Sound Energy, Inc.",southern energy company,,,,9854420,91531,,OS,9854420,WA,,107.6621035
2001,162,"Puget Sound Energy, Inc.","tacoma, city of",,,,824302,28640,,OS,824302,WA,,28.78149441
2001,162,"Puget Sound Energy, Inc.",tenaska - cogen tolling,,,,20873236,189188,,OS,20873236,WA,,110.3306552
2001,162,"Puget Sound Energy, Inc.",transalta energy marketing,,,,25331871,199701,,OS,25331871,WA,,126.8489942
2001,162,"Puget Sound Energy, Inc.",trasncanada power,,,,549139,3457,,OS,549139,WA,,158.8484235
2001,162,"Puget Sound Energy, Inc.",turlock irrigation district,,,,2483515,42397,,OS,2483515,WA,,58.57761162
2001,162,"Puget Sound Energy, Inc.",washington water power,,,,6528667,348484,,OS,6528667,WA,,18.73448135
2001,162,"Puget Sound Energy, Inc.",west kootenay power,,,,15355,665,,OS,15355,WA,,23.09022556
2001,162,"Puget Sound Energy, Inc.",williams energy services,,,,5863575,56245,,OS,5863575,WA,,104.2506001
2001,162,"Puget Sound Energy, Inc.",deferred energy,,,,,,2593036,OS,2593036,WA,,
2001,162,"Puget Sound Energy, Inc.",bonneville pwr adm-amort wnp#3 invest,,,,,,3526620,OS,3526620,WA,,
2001,162,"Puget Sound Energy, Inc.",residential exchange-refunding (sch94),,,,,,-75863517,OS,-75863517,WA,,
2002,162,"Puget Sound Energy, Inc.",bc hydro & power auth.,,,,1302737,19454,,LF,1302737,WA,,66.96499435
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,139543,,LF,,WA,,0
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,10780257,398759,,LF,10780257,WA,,27.03451709
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,97337,,,1177,,LF,97337,WA,,0
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,36458,LF,36458,WA,,
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,4145055,LF,4145055,WA,,
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,8087271,,,LF,8087271,WA,,
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,-263586,LF,-263586,WA,,
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,21359644,LF,21359644,WA,,
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,9400104,1869464,,LF,9400104,WA,,5.028234831
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,10340804,2200460,,LF,10340804,WA,,4.699382856
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,14315882,LF,14315882,WA,,
2002,162,"Puget Sound Energy, Inc.",douglas county pud #1,,,,10450612,1173335,-690362,LF,9760250,WA,,8.906758939
2002,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,2462946,355543,,LF,2462946,WA,,6.927280245
2002,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,3934204,389316,,LF,3934204,WA,,10.10542593
2002,162,"Puget Sound Energy, Inc.",montana power,,28126680,,2723871,615198,51022,LF,30901573,WA,,4.427633055
2002,162,"Puget Sound Energy, Inc.",northern wasco county pud,,,,2255564,35842,,LF,2255564,WA,,62.93075163
2002,162,"Puget Sound Energy, Inc.",pacificorp,,36192000,,18439423,1051901,,LF,54631423,WA,,17.52961828
2002,162,"Puget Sound Energy, Inc.",snohomish county pud #1,,,,3605982,89728,,LF,3605982,WA,,40.1879235
2002,162,"Puget Sound Energy, Inc.",washington water power,,,,10220295,216810,,LF,10220295,WA,,47.13940778
2002,162,"Puget Sound Energy, Inc.",washington water power,,,,66789,6020,,LF,66789,WA,,11.09451827
2002,162,"Puget Sound Energy, Inc.",pacific power & light,,,,41454,2597,,LU,41454,WA,,15.96226415
2002,162,"Puget Sound Energy, Inc.",kahn-purpa,,,,936,20,,LU,936,WA,,46.8
2002,162,"Puget Sound Energy, Inc.",kingdom energy - purpa,,,,31919,635,,LU,31919,WA,,50.26614173
2002,162,"Puget Sound Energy, Inc.",koma kulshan assoc. - purpa,,,,2968564,39621,,LU,2968564,WA,,74.92400495
2002,162,"Puget Sound Energy, Inc.",march point - purpa,,,,25548388,418571,170463,LU,25718851,WA,,61.03716693
2002,162,"Puget Sound Energy, Inc.",march point - purpa,,,,37125420,683653,4047515,LU,41172935,WA,,54.30447903
2002,162,"Puget Sound Energy, Inc.",pt. townsend - purpa,,,,53176,2116,,LU,53176,WA,,25.13043478
2002,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,299080,13558,,LU,299080,WA,,22.05930078
2002,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,65000,LU,65000,WA,,
2002,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,195000,LU,195000,WA,,
2002,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,99900,LU,99900,WA,,
2002,162,"Puget Sound Energy, Inc.",south fork assoc - purpa,,,,968730,13014,,LU,968730,WA,,74.43752882
2002,162,"Puget Sound Energy, Inc.",spokane - purpa,,,,12647771,143028,,LU,12647771,WA,,88.42863635
2002,162,"Puget Sound Energy, Inc.",sts hydro - purpa,,,,26814,854,,LU,26814,WA,,31.39812646
2002,162,"Puget Sound Energy, Inc.",sumas - purpa,,,,64699998,856213,9596805,LU,74296803,WA,,75.56530676
2002,162,"Puget Sound Energy, Inc.",tenaska - purpa,,,,73561188,1285696,22819991,LU,96381179,WA,,57.21507106
2002,162,"Puget Sound Energy, Inc.",tenaska - purpa,,,,,,9492000,LU,9492000,WA,,
2002,162,"Puget Sound Energy, Inc.",twin falls assoc. - purpa,,,,4244550,56603,189933,LU,4434483,WA,,74.98807484
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,,,EX,,WA,,
2002,162,"Puget Sound Energy, Inc.",pacific gas & electric,,,,,,,EX,,WA,,
2002,162,"Puget Sound Energy, Inc.",powerex - exchange,,,,,,-4596136,EX,-4596136,WA,,
2002,162,"Puget Sound Energy, Inc.",seattle,,,,,,149710,EX,149710,WA,,
2002,162,"Puget Sound Energy, Inc.",seattle,,,,,,,EX,,WA,,
2002,162,"Puget Sound Energy, Inc.",tacoma,,,,,,41255,EX,41255,WA,,
2002,162,"Puget Sound Energy, Inc.",deviations,,,,,,,EX,,WA,,
2002,162,"Puget Sound Energy, Inc.",arizona public service,,,,,,,EX,,WA,,
2002,162,"Puget Sound Energy, Inc.",avista energy,,,,,,-111617,EX,-111617,WA,,
2002,162,"Puget Sound Energy, Inc.",transalta energy marketing,,,,,,-13000,EX,-13000,WA,,
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,,90000,EX,90000,WA,,
2002,162,"Puget Sound Energy, Inc.",allegheny energy supply,,,,4025200,166058,,OS,4025200,WA,,24.23972347
2002,162,"Puget Sound Energy, Inc.",american electric power services,,,,1343938,67919,,OS,1343938,WA,,19.78736436
2002,162,"Puget Sound Energy, Inc.",american electric power services,,,,6431567,238962,,OS,6431567,WA,,26.91460148
2002,162,"Puget Sound Energy, Inc.",amoco energy trading,,,,5196582,192298,,OS,5196582,WA,,27.02358839
2002,162,"Puget Sound Energy, Inc.",aquila power company,,,,,,1675664,OS,1675664,WA,,
2002,162,"Puget Sound Energy, Inc.",aquila power company,,,,5523941,249919,,OS,5523941,WA,,22.10292535
2002,162,"Puget Sound Energy, Inc.",arizona public service,,,,747269,34196,,OS,747269,WA,,21.85252661
2002,162,"Puget Sound Energy, Inc.",avista energy,,,,14514379,546828,,OS,14514379,WA,,26.54285991
2002,162,"Puget Sound Energy, Inc.",benton county pud,,,,159369,7218,,OS,159369,WA,,22.07938487
2002,162,"Puget Sound Energy, Inc.",black hills power,,,,924399,30319,,OS,924399,WA,,30.48909924
2002,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,10272373,497180,,OS,10272373,WA,,20.66127559
2002,162,"Puget Sound Energy, Inc.","burbank, city of",,,,520,40,,OS,520,WA,,13
2002,162,"Puget Sound Energy, Inc.",california dept. of water resources,,,,315765,13957,,OS,315765,WA,,22.62413126
2002,162,"Puget Sound Energy, Inc.",california iso,,,,26707,,,OS,26707,WA,,
2002,162,"Puget Sound Energy, Inc.",calpine corporation,,,,1531604,69006,,OS,1531604,WA,,22.1952294
2002,162,"Puget Sound Energy, Inc.",cargill - alliant,,,,1184806,49097,,OS,1184806,WA,,24.13194289
2002,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,1794100,78210,,OS,1794100,WA,,22.9395218
2002,162,"Puget Sound Energy, Inc.",clatskanie pud,,,,23920,966,,OS,23920,WA,,24.76190476
2002,162,"Puget Sound Energy, Inc.",constellation power,,,,3538587,121098,,OS,3538587,WA,,29.22085418
2002,162,"Puget Sound Energy, Inc.",coral power,,,,1184208,54332,,OS,1184208,WA,,21.79577413
2002,162,"Puget Sound Energy, Inc.",douglas county pud#1,,,,5261427,333899,,OS,5261427,WA,,15.75754045
2002,162,"Puget Sound Energy, Inc.",duke energy - detm,,,,3717876,210260,,OS,3717876,WA,,17.68227908
2002,162,"Puget Sound Energy, Inc.",dynegy marketing & trade,,,,2432100,111600,,OS,2432100,WA,,21.79301075
2002,162,"Puget Sound Energy, Inc.",el paso energy marketing,,,,2144991,78150,,OS,2144991,WA,,27.44710173
2002,162,"Puget Sound Energy, Inc.",enmax energy,,,,359796,16320,,OS,359796,WA,,22.04632353
2002,162,"Puget Sound Energy, Inc.",enron power marketing,,,,-585125,,,OS,-585125,WA,,
2002,162,"Puget Sound Energy, Inc.",epcor merchant & capital,,,,749837,22025,,OS,749837,WA,,34.04481271
2002,162,"Puget Sound Energy, Inc.",eugene water & electric,,,,887475,48108,,OS,887475,WA,,18.4475555
2002,162,"Puget Sound Energy, Inc.",franklin county pud,,,,68623,2674,,OS,68623,WA,,25.66305161
2002,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,3114608,122602,,OS,3114608,WA,,25.40421853
2002,162,"Puget Sound Energy, Inc.",grays harbor pud #1,,,,142161,6059,,OS,142161,WA,,23.46278264
2002,162,"Puget Sound Energy, Inc.",idacorp,,,,831590,28254,,OS,831590,WA,,29.4326467
2002,162,"Puget Sound Energy, Inc.",idaho power company,,,,5149436,213001,,OS,5149436,WA,,24.17564237
2002,162,"Puget Sound Energy, Inc.",klamath falls,,,,397816,19715,,OS,397816,WA,,20.17834136
2002,162,"Puget Sound Energy, Inc.",koch power supply,,,,1600113,52425,,OS,1600113,WA,,30.52194564
2002,162,"Puget Sound Energy, Inc.","los angeles, city of",,,,187759,6518,,OS,187759,WA,,28.8062289
2002,162,"Puget Sound Energy, Inc.",march point cogen. - 2,,,,-31866,,,OS,-31866,WA,,
2002,162,"Puget Sound Energy, Inc.","mieco, inc.",,,,4049862,177782,,OS,4049862,WA,,22.77993273
2002,162,"Puget Sound Energy, Inc.",modesto irrigation,,,,152270,7152,,OS,152270,WA,,21.2905481
2002,162,"Puget Sound Energy, Inc.",morgan stanely,,,,16676233,418604,,OS,16676233,WA,,39.83772969
2002,162,"Puget Sound Energy, Inc.",morgan stanley,,,,322200,,,OS,322200,WA,,
2002,162,"Puget Sound Energy, Inc.",northern calif. power agency,,,,295515,9528,,OS,295515,WA,,31.01542821
2002,162,"Puget Sound Energy, Inc.",new mexico public service,,,,75200,4000,,OS,75200,WA,,18.8
2002,162,"Puget Sound Energy, Inc.","noram energy services, inc.",,,,2087788,80500,,OS,2087788,WA,,25.93525466
2002,162,"Puget Sound Energy, Inc.",northwestern energy,,,,791508,30798,,OS,791508,WA,,25.69998052
2002,162,"Puget Sound Energy, Inc.",np energy,,,,268217,10664,,OS,268217,WA,,25.15163166
2002,162,"Puget Sound Energy, Inc.",pacific northwest generation grp.,,,,1804033,92857,,OS,1804033,WA,,19.42807758
2002,162,"Puget Sound Energy, Inc.",pacific power & light,,,,12171958,491391,,OS,12171958,WA,,24.77041297
2002,162,"Puget Sound Energy, Inc.",pacificorp power marketing,,,,1433795,47277,,OS,1433795,WA,,30.3275377
2002,162,"Puget Sound Energy, Inc.",pg&e energy trading,,,,2162950,79000,,OS,2162950,WA,,27.37911392
2002,162,"Puget Sound Energy, Inc.",pierce power,,,,240817,10323,5851034,OS,6091851,WA,,23.32819917
2002,162,"Puget Sound Energy, Inc.",portland general electric,,,,4562733,191571,,OS,4562733,WA,,23.81745149
2002,162,"Puget Sound Energy, Inc.",powerex,,,,8807937,272652,,OS,8807937,WA,,32.30468509
2002,162,"Puget Sound Energy, Inc.",pp&l montana,,,,4006385,186762,,OS,4006385,WA,,21.45182103
2002,162,"Puget Sound Energy, Inc.",total,,64416017,,499735130,19621559,-53842076,,510309071,WA,,25.46867606
2002,162,"Puget Sound Energy, Inc.",public service of colorado,,,,5446683,218219,,OS,5446683,WA,,24.9597102
2002,162,"Puget Sound Energy, Inc.",redding,,,,19152,816,,OS,19152,WA,,23.47058824
2002,162,"Puget Sound Energy, Inc.","richland, city of",,,,-3,,,OS,-3,WA,,
2002,162,"Puget Sound Energy, Inc.",sacramento municipal district,,,,1029119,25678,,OS,1029119,WA,,40.07784874
2002,162,"Puget Sound Energy, Inc.",san diego gas & electric,,,,102200,4000,,OS,102200,WA,,25.55
2002,162,"Puget Sound Energy, Inc.","santa clara, city of",,,,2096590,90215,,OS,2096590,WA,,23.23992684
2002,162,"Puget Sound Energy, Inc.",seattle city light,,,,2317163,118110,,OS,2317163,WA,,19.61868597
2002,162,"Puget Sound Energy, Inc.",sempra energy trading,,,,6858967,241763,,OS,6858967,WA,,28.3706233
2002,162,"Puget Sound Energy, Inc.",sierra pacific power,,,,134925,4750,,OS,134925,WA,,28.40526316
2002,162,"Puget Sound Energy, Inc.",snohomish county pud #1,,,,620859,36185,,OS,620859,WA,,17.15791074
2002,162,"Puget Sound Energy, Inc.","tacoma, city of",,,,1836584,102408,,OS,1836584,WA,,17.93398953
2002,162,"Puget Sound Energy, Inc.",tenaska - cogen tolling,,,,340511,10543,,OS,340511,WA,,32.29735369
2002,162,"Puget Sound Energy, Inc.",transalta energy marketing,,,,10778465,399295,,OS,10778465,WA,,26.99373896
2002,162,"Puget Sound Energy, Inc.",transalta energy marketing,,,,252000,,,OS,252000,WA,,
2002,162,"Puget Sound Energy, Inc.",trasncanada power,,,,599456,7506,,OS,599456,WA,,79.86357581
2002,162,"Puget Sound Energy, Inc.",turlock irrigation district,,,,1637634,79230,,OS,1637634,WA,,20.66936766
2002,162,"Puget Sound Energy, Inc.",txu energy company,,,,10500,400,,OS,10500,WA,,26.25
2002,162,"Puget Sound Energy, Inc.",utilicorps network canada,,,,450,25,,OS,450,WA,,18
2002,162,"Puget Sound Energy, Inc.",washington water power,,,,1273506,90358,,OS,1273506,WA,,14.09400385
2002,162,"Puget Sound Energy, Inc.",west kootenay power,,,,451,,,OS,451,WA,,
2002,162,"Puget Sound Energy, Inc.",williams energy services,,,,3013819,134455,,OS,3013819,WA,,22.41507568
2002,162,"Puget Sound Energy, Inc.",deferred energy - black creek,,,,,,-68392,OS,-68392,WA,,
2002,162,"Puget Sound Energy, Inc.",bonneville pwr admin-amort. of wnp#3,,,,,,3526620,OS,3526620,WA,,
2002,162,"Puget Sound Energy, Inc.",residential exchange-refunding (sch94),,,,,,-149970482,OS,-149970482,WA,,
2002,162,"Puget Sound Energy, Inc.",optimization transacations,,,,,178800,3952548,OS,3952548,WA,,0
2003,162,"Puget Sound Energy, Inc.",bc hydro & power auth.,,,,1297195,19363,,LF,1297195,WA,,66.99349274
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,33924,,LF,,WA,,0
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,10697556,395813,,LF,10697556,WA,,27.02679296
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,23688,,,,,LF,23688,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,31249,LF,31249,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,5201979,LF,5201979,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,7991214,,841776,LF,8832990,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,8005921,1464989,688073,LF,8693994,WA,,5.464833524
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,19355925,LF,19355925,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,-228441,LF,-228441,WA,,
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,9884034,1915529,916724,LF,10800758,WA,,5.159950071
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,,,18848881,LF,18848881,WA,,
2003,162,"Puget Sound Energy, Inc.",douglas county pud #1,,,,6928548,1052405,,LF,6928548,WA,,6.583537706
2003,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,2509356,361346,102569,LF,2611925,WA,,6.944468736
2003,162,"Puget Sound Energy, Inc.",grant county pud #2,,,,4039740,397077,95267,LF,4135007,WA,,10.17369427
2003,162,"Puget Sound Energy, Inc.",montana power,,29731824,,3450716,715812,51022,LF,33233562,WA,,4.820701525
2003,162,"Puget Sound Energy, Inc.",northern wasco county pud,,,,2317780,37577,,LF,2317780,WA,,61.68081539
2003,162,"Puget Sound Energy, Inc.",pacificorp,,32260000,,15313387,876000,,LF,47573387,WA,,17.48103539
2003,162,"Puget Sound Energy, Inc.",snohomish county pud #1,,,,3659108,89728,,LF,3659108,WA,,40.78000178
2003,162,"Puget Sound Energy, Inc.",washington water power,,,,,,8590,LF,8590,WA,,
2003,162,"Puget Sound Energy, Inc.",pacific power & light,,,,24155,1510,,LU,24155,WA,,15.99668874
2003,162,"Puget Sound Energy, Inc.",kingdom energy - purpa,,,,32490,631,,LU,32490,WA,,51.48969889
2003,162,"Puget Sound Energy, Inc.",koma kulshan assoc. - purpa,,,,2840630,37755,,LU,2840630,WA,,75.23851146
2003,162,"Puget Sound Energy, Inc.",march point - purpa,,,,37232070,689382,150643,LU,37382713,WA,,54.00789403
2003,162,"Puget Sound Energy, Inc.",march point - purpa,,,,26143668,421110,1376717,LU,27520385,WA,,62.08275272
2003,162,"Puget Sound Energy, Inc.",pt. townsend - purpa,,,,50223,1907,,LU,50223,WA,,26.33613005
2003,162,"Puget Sound Energy, Inc.",puget sound hydro - purpa,,,,230167,6692,,LU,230167,WA,,34.39435146
2003,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,352480,11703,,LU,352480,WA,,30.11877296
2003,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,60000,LU,60000,WA,,
2003,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,180000,LU,180000,WA,,
2003,162,"Puget Sound Energy, Inc.",puyallup energy recovery,,,,,,99900,LU,99900,WA,,
2003,162,"Puget Sound Energy, Inc.",south fork assoc - purpa,,,,871605,11621,,LU,871605,WA,,75.00258153
2003,162,"Puget Sound Energy, Inc.",spokane - purpa,,,,11422319,125698,,LU,11422319,WA,,90.87112762
2003,162,"Puget Sound Energy, Inc.",sts hydro - purpa,,,,61004,1699,,LU,61004,WA,,35.90582696
2003,162,"Puget Sound Energy, Inc.",sumas - purpa,,,,69964798,924915,5586791,LU,75551589,WA,,75.64457058
2003,162,"Puget Sound Energy, Inc.",tenaska - purpa,,,,98317025,1352877,23217690,LU,121534715,WA,,72.67255264
2003,162,"Puget Sound Energy, Inc.",tenaska - purpa,,,,,,11924004,LU,11924004,WA,,
2003,162,"Puget Sound Energy, Inc.",twin falls assoc. - purpa,,,,5055600,67408,,LU,5055600,WA,,75
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,,,EX,,WA,,
2003,162,"Puget Sound Energy, Inc.",pacific gas & electric,,,,,,,EX,,WA,,
2003,162,"Puget Sound Energy, Inc.",powerex - exchange,,,,,,-4001050,EX,-4001050,WA,,
2003,162,"Puget Sound Energy, Inc.",seattle,,,,,,696000,EX,696000,WA,,
2003,162,"Puget Sound Energy, Inc.",tacoma,,,,,,-5200,EX,-5200,WA,,
2003,162,"Puget Sound Energy, Inc.",deviations,,,,,-11982,,EX,,WA,,0
2003,162,"Puget Sound Energy, Inc.",avista energy,,,,,,-334896,EX,-334896,WA,,
2003,162,"Puget Sound Energy, Inc.",transalta energy marketing,,,,,,-74680,EX,-74680,WA,,
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,,,165250,EX,165250,WA,,
2003,162,"Puget Sound Energy, Inc.",american electric power services,,,,14342102,423196,,OS,14342102,WA,,33.88997533
2003,162,"Puget Sound Energy, Inc.",arizona public service,,,,2330720,61880,,OS,2330720,WA,,37.66515837
2003,162,"Puget Sound Energy, Inc.",avista energy,,,,39994534,1047819,190000,OS,40184534,WA,,38.1693155
2003,162,"Puget Sound Energy, Inc.",benton county pud,,,,856100,28172,,OS,856100,WA,,30.38832884
2003,162,"Puget Sound Energy, Inc.",black hills power,,,,366258,10105,,OS,366258,WA,,36.24522514
2003,162,"Puget Sound Energy, Inc.",bonneville power admin,,,,15020206,402530,,OS,15020206,WA,,37.31450078
2003,162,"Puget Sound Energy, Inc.",bp energy,,,,12850073,326302,,OS,12850073,WA,,39.38092013
2003,162,"Puget Sound Energy, Inc.",bc transmission corp,,,,205,5,,OS,205,WA,,41
2003,162,"Puget Sound Energy, Inc.","burbank, city of",,,,29058,1067,,OS,29058,WA,,27.23336457
2003,162,"Puget Sound Energy, Inc.",calpine corporation,,,,5718126,148479,,OS,5718126,WA,,38.51134504
2003,162,"Puget Sound Energy, Inc.",cargill - alliant,,,,2187704,58867,,OS,2187704,WA,,37.16350417
2003,162,"Puget Sound Energy, Inc.",chelan county pud #1,,,,1929874,51186,,OS,1929874,WA,,37.70316102
2003,162,"Puget Sound Energy, Inc.",clatskanie pud,,,,418185,11591,,OS,418185,WA,,36.07842291
2003,162,"Puget Sound Energy, Inc.",conoco,,,,182300,4400,,OS,182300,WA,,41.43181818
2003,162,"Puget Sound Energy, Inc.",constellation power,,,,15006963,393458,250000,OS,15256963,WA,,38.14120694
2003,162,"Puget Sound Energy, Inc.",coral power,,,,14958003,347759,,OS,14958003,WA,,43.01255467
2003,162,"Puget Sound Energy, Inc.",douglas county pud#1,,,,8724254,288739,,OS,8724254,WA,,30.21501771
2003,162,"Puget Sound Energy, Inc.",duke energy - detm,,,,7200635,211647,,OS,7200635,WA,,34.02190912
